temperature_min;temperature_max;wind_mean;wind_direction;gust_max;phenomenon;pressure_min;pressure_max;humidity_mean;uv_index_mean;moon;moon_direction;date;areal;city;fish;prob_min;prob_max
9,7,6,8,5,9,10,5,4;20,17,17,13,11,15,13,8,11;2,2,2,4,4,2,3,6,6;ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю,В,ЮВ,ЮВ;4,6,6,10,8,9,11,15,14;ясно,ясно,ясно,ясно,пасмурно,ясно,пасмурно.небольшой дождь,пасмурно.дождь,ясно;760,762,763,764,761,754,755,760,761;761,763,764,766,766,760,759,763,764;63,79,80,81,75,73,86,77,60;2,2,2,2,1,2,1,1,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Кострома;подуст;11,11,17,17,36,36,36,36,36;11,11,17,17,36,36,36,36,36
7,6,8,5,9,10,5,4,7;17,17,13,11,15,13,8,11,8;2,2,4,4,2,3,6,6,5;ЮВ,ЮВ,ЮВ,ЮВ,Ю,В,ЮВ,ЮВ,ЮВ;6,6,10,8,9,11,15,14,13;ясно,ясно,ясно,пасмурно,ясно,пасмурно.небольшой дождь,пасмурно.дождь,ясно,пасмурно.небольшой дождь;762,763,764,761,754,755,760,761,758;763,764,766,766,760,759,763,764,760;79,80,81,75,73,86,77,60,69;2,2,2,1,2,1,1,2,0;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Кострома;подуст;11,17,17,36,36,36,36,36,36;11,17,17,36,36,36,36,36,36
9,7,6,8,5,9,10,5,4;20,17,17,13,11,15,13,8,11;2,2,2,4,4,2,3,6,6;ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю,В,ЮВ,ЮВ;4,6,6,10,8,9,11,15,14;ясно,ясно,ясно,ясно,пасмурно,ясно,пасмурно.небольшой дождь,пасмурно.дождь,ясно;760,762,763,764,761,754,755,760,761;761,763,764,766,766,760,759,763,764;63,79,80,81,75,73,86,77,60;2,2,2,2,1,2,1,1,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Кострома;толстолобик;11,11,17,17,36,36,36,36,36;11,11,17,17,36,36,36,36,36
7,6,8,5,9,10,5,4,7;17,17,13,11,15,13,8,11,8;2,2,4,4,2,3,6,6,5;ЮВ,ЮВ,ЮВ,ЮВ,Ю,В,ЮВ,ЮВ,ЮВ;6,6,10,8,9,11,15,14,13;ясно,ясно,ясно,пасмурно,ясно,пасмурно.небольшой дождь,пасмурно.дождь,ясно,пасмурно.небольшой дождь;762,763,764,761,754,755,760,761,758;763,764,766,766,760,759,763,764,760;79,80,81,75,73,86,77,60,69;2,2,2,1,2,1,1,2,0;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Кострома;толстолобик;11,17,17,36,36,36,36,36,36;11,17,17,36,36,36,36,36,36
9,7,6,8,5,9,10,5,4;20,17,17,13,11,15,13,8,11;2,2,2,4,4,2,3,6,6;ЮВ,ЮВ,ЮВ,ЮВ,ЮВ,Ю,В,ЮВ,ЮВ;4,6,6,10,8,9,11,15,14;ясно,ясно,ясно,ясно,пасмурно,ясно,пасмурно.небольшой дождь,пасмурно.дождь,ясно;760,762,763,764,761,754,755,760,761;761,763,764,766,766,760,759,763,764;63,79,80,81,75,73,86,77,60;2,2,2,2,1,2,1,1,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Кострома;вобла;11,11,17,17,36,36,36,36,36;11,11,17,17,36,36,36,36,36
7,6,8,5,9,10,5,4,7;17,17,13,11,15,13,8,11,8;2,2,4,4,2,3,6,6,5;ЮВ,ЮВ,ЮВ,ЮВ,Ю,В,ЮВ,ЮВ,ЮВ;6,6,10,8,9,11,15,14,13;ясно,ясно,ясно,пасмурно,ясно,пасмурно.небольшой дождь,пасмурно.дождь,ясно,пасмурно.небольшой дождь;762,763,764,761,754,755,760,761,758;763,764,766,766,760,759,763,764,760;79,80,81,75,73,86,77,60,69;2,2,2,1,2,1,1,2,0;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Кострома;вобла;11,17,17,36,36,36,36,36,36;11,17,17,36,36,36,36,36,36
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;щука;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;щука;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;судак;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;судак;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;окунь;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;окунь;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;берш;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;берш;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;речная форель;19,19,19,19,19,46,46,46,50;19,19,19,19,19,46,46,46,50
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;речная форель;19,19,19,19,46,46,46,50,52;19,19,19,19,46,46,46,50,52
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;озерная форель;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;озерная форель;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;елец;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;елец;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;чехонь;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;чехонь;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;сом;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;сом;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;голавль;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;голавль;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;язь;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;язь;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;карп;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;карп;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;жерех;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;жерех;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;лещ;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;лещ;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;карась;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;карась;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;линь;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;линь;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;пескарь;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;пескарь;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
0,6,4,2,-1,7,2,0,0;20,17,15,9,10,10,8,5,7;0,1,2,2,2,2,3,4,4;штиль,ЮЗ,С,В,Ю,Ю,В,В,ЮВ;1,4,7,8,6,5,10,10,11;ясно,ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно;761,762,763,765,762,755,755,764,765;762,763,765,768,767,761,763,767,768;79,82,83,67,72,87,89,66,62;2,2,2,2,2,1,0,2,2;0,100,98,94,89,82,74,65,56;0,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Костромская область;Шарья;ротан;10,10,10,10,10,28,28,28,29;10,10,10,10,10,28,28,28,29
6,4,2,-1,7,2,0,0,1;17,15,9,10,10,8,5,7,9;1,2,2,2,2,3,4,4,4;ЮЗ,С,В,Ю,Ю,В,В,ЮВ,ЮВ;4,7,8,6,5,10,10,11,12;ясно,ясно,ясно,ясно,пасмурно,пасмурно.дождь,ясно,ясно,ясно;762,763,765,762,755,755,764,765,762;763,765,768,767,761,763,767,768,765;82,83,67,72,87,89,66,62,63;2,2,2,2,1,0,2,2,2;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Костромская область;Шарья;ротан;10,10,10,10,28,28,28,29,29;10,10,10,10,28,28,28,29,29
