temperature_min;temperature_mean;temperature_max;wind_mean;wind_direction;gust_max;phenomenon;pressure_min;pressure_max;humidity_mean;uv_index_mean;moon;moon_direction;date;areal;city;fish;prob_min;prob_max
[15, 14, 14, 13, 13, 12, 17, 15, 15];[17.25, 15.375, 16.25, 16.875, 18.125, 19, 19.125, 19, 18.375];[19, 17, 19, 20, 23, 24, 22, 22, 21];[4.375, 4.375, 3.375, 2.75, 2.125, 1.5, 1.5, 2, 2];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'З'];[16, 13, 9, 9, 8, 6, 5, 9, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['малооблачно', 'дождь', 'гроза']""]";[734, 735, 743, 747, 749, 746, 744, 743, 740];[737, 743, 746, 749, 750, 749, 746, 744, 743];[0.88, 0.89625, 0.7975, 0.74625, 0.71125, 0.66625, 0.72125, 0.83375, 0.81];[1.375, 0.625, 1.125, 1.375, 1.875, 1.875, 1.125, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Подольск;толстолобик;[0.62, 0.41, 0.38, 0.35, 0.37, 0.36, 0.35, 0.39, 0.41];[0.7, 0.61, 0.44, 0.39, 0.43, 0.43, 0.43, 0.43, 0.45]
[14, 14, 13, 13, 12, 17, 15, 15, 13];[15.375, 16.25, 16.875, 18.125, 19, 19.125, 19, 18.375, 15.5];[17, 19, 20, 23, 24, 22, 22, 21, 18];[4.375, 3.375, 2.75, 2.125, 1.5, 1.5, 2, 2, 3.625];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'З', 'З'];[13, 9, 9, 8, 6, 5, 9, 8, 13];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['малооблачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь']""]";[735, 743, 747, 749, 746, 744, 743, 740, 740];[743, 746, 749, 750, 749, 746, 744, 743, 742];[0.89625, 0.7975, 0.74625, 0.71125, 0.66625, 0.72125, 0.83375, 0.81, 0.785];[0.625, 1.125, 1.375, 1.875, 1.875, 1.125, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Подольск;толстолобик;[0.41, 0.38, 0.35, 0.37, 0.36, 0.35, 0.39, 0.41, 0.45];[0.61, 0.44, 0.39, 0.43, 0.43, 0.43, 0.43, 0.45, 0.5]
[15, 14, 14, 13, 13, 12, 17, 15, 15];[17.25, 15.375, 16.25, 16.875, 18.125, 19, 19.125, 19, 18.375];[19, 17, 19, 20, 23, 24, 22, 22, 21];[4.375, 4.375, 3.375, 2.75, 2.125, 1.5, 1.5, 2, 2];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'З'];[16, 13, 9, 9, 8, 6, 5, 9, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['малооблачно', 'дождь', 'гроза']""]";[734, 735, 743, 747, 749, 746, 744, 743, 740];[737, 743, 746, 749, 750, 749, 746, 744, 743];[0.88, 0.89625, 0.7975, 0.74625, 0.71125, 0.66625, 0.72125, 0.83375, 0.81];[1.375, 0.625, 1.125, 1.375, 1.875, 1.875, 1.125, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Подольск;вобла;[0.56, 0.48, 0.43, 0.52, 0.55, 0.55, 0.51, 0.55, 0.52];[0.72, 0.57, 0.56, 0.55, 0.58, 0.58, 0.6, 0.61, 0.62]
[14, 14, 13, 13, 12, 17, 15, 15, 13];[15.375, 16.25, 16.875, 18.125, 19, 19.125, 19, 18.375, 15.5];[17, 19, 20, 23, 24, 22, 22, 21, 18];[4.375, 3.375, 2.75, 2.125, 1.5, 1.5, 2, 2, 3.625];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'З', 'З'];[13, 9, 9, 8, 6, 5, 9, 8, 13];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['малооблачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь']""]";[735, 743, 747, 749, 746, 744, 743, 740, 740];[743, 746, 749, 750, 749, 746, 744, 743, 742];[0.89625, 0.7975, 0.74625, 0.71125, 0.66625, 0.72125, 0.83375, 0.81, 0.785];[0.625, 1.125, 1.375, 1.875, 1.875, 1.125, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Подольск;вобла;[0.48, 0.43, 0.52, 0.55, 0.55, 0.51, 0.55, 0.52, 0.56];[0.57, 0.56, 0.55, 0.58, 0.58, 0.6, 0.61, 0.62, 0.66]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;щука;[0.54, 0.57, 0.54, 0.53, 0.52, 0.51, 0.56, 0.54, 0.57];[0.78, 0.71, 0.62, 0.59, 0.6, 0.61, 0.58, 0.63, 0.62]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;щука;[0.57, 0.54, 0.53, 0.52, 0.51, 0.56, 0.54, 0.57, 0.53];[0.71, 0.62, 0.59, 0.6, 0.61, 0.58, 0.63, 0.62, 0.66]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;судак;[0.62, 0.54, 0.53, 0.52, 0.48, 0.51, 0.52, 0.52, 0.53];[0.81, 0.68, 0.61, 0.6, 0.55, 0.57, 0.57, 0.58, 0.67]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;судак;[0.54, 0.53, 0.52, 0.48, 0.51, 0.52, 0.52, 0.53, 0.47];[0.68, 0.61, 0.6, 0.55, 0.57, 0.57, 0.58, 0.67, 0.64]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;окунь;[0.55, 0.53, 0.53, 0.52, 0.56, 0.54, 0.58, 0.53, 0.53];[0.8, 0.77, 0.68, 0.62, 0.6, 0.6, 0.61, 0.6, 0.65]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;окунь;[0.53, 0.53, 0.52, 0.56, 0.54, 0.58, 0.53, 0.53, 0.48];[0.77, 0.68, 0.62, 0.6, 0.6, 0.61, 0.6, 0.65, 0.69]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;берш;[0.53, 0.54, 0.48, 0.44, 0.45, 0.43, 0.46, 0.48, 0.48];[0.72, 0.66, 0.65, 0.51, 0.5, 0.5, 0.53, 0.55, 0.62]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;берш;[0.54, 0.48, 0.44, 0.45, 0.43, 0.46, 0.48, 0.48, 0.58];[0.66, 0.65, 0.51, 0.5, 0.5, 0.53, 0.55, 0.62, 0.68]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;речная форель;[0.6, 0.54, 0.54, 0.56, 0.47, 0.51, 0.51, 0.47, 0.54];[0.82, 0.7, 0.61, 0.62, 0.58, 0.56, 0.56, 0.59, 0.6]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;речная форель;[0.54, 0.54, 0.56, 0.47, 0.51, 0.51, 0.47, 0.54, 0.52];[0.7, 0.61, 0.62, 0.58, 0.56, 0.56, 0.59, 0.6, 0.69]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;озерная форель;[0.6, 0.64, 0.57, 0.54, 0.49, 0.48, 0.5, 0.48, 0.51];[0.76, 0.72, 0.66, 0.62, 0.57, 0.54, 0.56, 0.56, 0.67]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;озерная форель;[0.64, 0.57, 0.54, 0.49, 0.48, 0.5, 0.48, 0.51, 0.58];[0.72, 0.66, 0.62, 0.57, 0.54, 0.56, 0.56, 0.67, 0.72]
[15, 13, 14, 13, 13, 13, 16, 15, 15];[17.375, 14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375];[21, 17, 18, 18, 21, 23, 22, 23, 22];[2.625, 3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625];['ЮВ', 'ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С'];[14, 10, 10, 9, 8, 8, 7, 7, 6];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']""]";[732, 732, 737, 742, 745, 742, 740, 739, 735];[734, 737, 742, 744, 746, 744, 742, 740, 739];[0.84, 0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125];[1.375, 1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Сергиев Посад;елец;[0.55, 0.52, 0.48, 0.45, 0.49, 0.47, 0.49, 0.53, 0.56];[0.72, 0.67, 0.6, 0.53, 0.59, 0.59, 0.55, 0.6, 0.65]
[13, 14, 13, 13, 13, 16, 15, 15, 14];[14.625, 15.875, 15.875, 17, 18, 19.25, 18.625, 18.375, 14.75];[17, 18, 18, 21, 23, 22, 23, 22, 16];[3.625, 3.5, 2.25, 2.5, 2.25, 2.125, 2.125, 1.625, 4.375];['ЮЗ', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'С', 'З'];[10, 10, 9, 8, 8, 7, 7, 6, 13];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['малооблачно', 'небольшой дождь']"", ""['ясно']"", ""['облачно']"", ""['пасмурно', 'небольшой дождь', 'гроза']"", ""['облачно', 'небольшой дождь', 'гроза']"", ""['пасмурно', 'дождь', 'гроза']""]";[732, 737, 742, 745, 742, 740, 739, 735, 734];[737, 742, 744, 746, 744, 742, 740, 739, 737];[0.87875, 0.84125, 0.84, 0.77875, 0.6975, 0.71875, 0.7825, 0.72125, 0.8];[1.125, 1.125, 1.125, 1.375, 1.875, 1.375, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Сергиев Посад;елец;[0.52, 0.48, 0.45, 0.49, 0.47, 0.49, 0.53, 0.56, 0.53];[0.67, 0.6, 0.53, 0.59, 0.59, 0.55, 0.6, 0.65, 0.62]
